site_id,section_id,course_name,period,term_code,staff_id,grade_level
67_67399_5136972,K CC-SI-04,Kindergarten,1,YR,T4021982,KN
67_67399_5136972,K CC-SI-05,Kindergarten,1,YR,T4021968,KN
67_67399_5136973,K DL-DI-K1,Kindergarten,1,YR,T4021977,KN
67_67399_5136973,K DL-DI-K4,Kindergarten,1,YR,T4021723,KN
67_67399_5136973,K DL-SI-12,Kindergarten,1,YR,T4021906,KN
67_67399_5136974,KJN-SI-01,Kindergarten,1,YR,T4021725,KN
67_67399_5136974,KJN-SI-02,Kindergarten,1,YR,T4021881,KN
67_67399_5136974,KJN-SI-40,Kindergarten,1,YR,T4021803,KN
67_67399_5136975,0K KG-SI-A,Kindergarten,1,YR,T4021861,KN
67_67399_5136975,0K KG-SI-B,Kindergarten,1,YR,T4022028,KN
67_67399_5136976,K-MS-SI-A,Kindergarten,1,YR,T4021694,KN
67_67399_5136977,K RD-SI-K1,Kindergarten,1,YR,T4021818,KN
67_67399_5136977,K RD-SI-K4,Kindergarten,1,YR,T4021891,KN
67_67399_5136977,K RD-SI-K5,Kindergarten,1,YR,T4021840,KN
67_67399_5136972,T CC-SI-01,Transitional Kinder,1,YR,T4021959,TK
67_67399_5136972,T CC-SI-06,Transitional Kinder,1,YR,T4021739,TK
67_67399_5136973,T DL-DI-K2,Transitional Kinder,1,YR,T4021778,TK
67_67399_5136974,TKJN-SI-06,Transitional Kinder,1,YR,T4021813,TK
67_67399_5136975,T KG-SI-D,Transitional Kinder,1,YR,T4021874,TK
67_67399_5136976,T-MS-SI-19,Transitional Kinder,1,YR,T4021755,TK
67_67399_5136977,TKRD-SI-K2,Transitional Kinder,1,YR,T4021969,TK
