site_id,course_name,section_id,course_id,college_dept,deptartment,credits,max_students,grade_level
67_67399_5136980,PE II,5819-18,5819,,Physical Education,10,40,
67_67399_5136980,WORLD HISTORY 1S,5991-18,5991,History,Social Science,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-64,7708,English,English,5,34,
67_67399_5136980,SEE COUNSELOR,8180-54,8181,,Unscheduled Period,0,0,
67_67399_5136980,ENG LANG ARTS IA,8352-50,8352,,English,10,20,
67_67399_5136980,LUNCH,9000-50,9000,,General,0,390,
67_67399_5136980,LUNCH,9000-51,9000,,General,0,390,
67_67399_5136980,GEOMETRY 1S,9814-19,9814,Mathematics,Mathematics,5,0,
67_67399_5136980,AGRIC CHEM S1,C713101-01,C713101,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S1,C713101-02,C713101,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S1,C713101-03,C713101,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S1,C713101-04,C713101,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S1,C713101-05,C713101,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S2,C713102-01,C713102,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S2,C713102-02,C713102,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S2,C713102-03,C713102,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S2,C713102-04,C713102,Lab Science,Physical Science,5,32,
67_67399_5136980,AGRIC CHEM S2,C713102-05,C713102,Lab Science,Physical Science,5,32,
67_67399_5136980,ADV SUSTAINABLE AGRIC 1S,C713403-02,C713403,,Industrial Arts/Vocational Education,5,0,
67_67399_5136980,ADV PLANT SCIENCE 1S,C717201-01,C717201,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ADV PLANT SCIENCE 1S,C717201-02,C717201,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ADV PLANT SCIENCE 2S,C717202-01,C717202,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ADV PLANT SCIENCE 2S,C717202-02,C717202,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTER CHILD DEV 1S,C751001-01,C751001,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTER CHILD DEV 1S,C751001-02,C751001,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTER CHILD DEV 1S,C751001-03,C751001,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTER CHILD DEV 2S,C751002-01,C751002,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTER CHILD DEV 2S,C751002-02,C751002,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTER CHILD DEV 2S,C751002-03,C751002,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ADV CHILD DEV 1S,C751101-01,C751101,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ADV CHILD DEV 1S,C751101-02,C751101,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ADV CHILD DEV 2S,C751102-01,C751102,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ADV CHILD DEV 2S,C751102-02,C751102,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,CYBERSECURITY 1S,C810001-01,C810001,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,CYBERSECURITY 2S,C810002-01,C810002,,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTRO TO WELDING 1S,C820001-01,C820001,Electives,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTRO TO WELDING 2S,C820002-01,C820002,Electives,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,INTRO AUTO SERVICES 1S,C853001-01,C853001,Electives,Industrial Arts/Vocational Education,5,25,
67_67399_5136980,ART I ESN S1,C900001-01,C900001,,Art,5,0,
67_67399_5136980,ART I ESN S1,C900001-02,C900001,,Art,5,20,
67_67399_5136980,ART I ESN S1,C900001-03,C900001,,Art,5,20,
67_67399_5136980,ART I ESN S1,C900001-51,C900001,,Art,5,20,
67_67399_5136980,ART I ESN S2,C900002-01,C900002,,Art,5,20,
67_67399_5136980,ART I ESN S2,C900002-03,C900002,,Art,5,20,
67_67399_5136980,ART I ESN S2,C900002-51,C900002,,Art,5,20,
67_67399_5136980,ART I ESN S2,C900002-52,C900002,,Art,5,1,
67_67399_5136980,HISTORY OF ART II,C902001-01,C902001,Electives,General,10,30,
67_67399_5136980,HISTORY OF ART II,C902001-02,C902001,Electives,General,10,30,
67_67399_5136980,COMP SCI ESSENTIALS 1S,C906201-01,C906201,,General,5,34,
67_67399_5136980,COMP SCI ESSENTIALS 1S,C906201-02,C906201,,General,5,34,
67_67399_5136980,COMP SCI ESSENTIALS 1S,C906201-03,C906201,,General,5,34,
67_67399_5136980,COMP SCI ESSENTIALS 1S,C906201-04,C906201,,General,5,34,
67_67399_5136980,COMP SCI ESSENTIALS 2S,C906202-01,C906202,,General,5,34,
67_67399_5136980,COMP SCI ESSENTIALS 2S,C906202-02,C906202,,General,5,34,
67_67399_5136980,COMP SCI ESSENTIALS 2S,C906202-03,C906202,,General,5,34,
67_67399_5136980,COMP SCI ESSENTIALS 2S,C906202-04,C906202,,General,5,34,
67_67399_5136980,MODERN DANCE 1S,C908001-01,C908001,Arts,Art,5,25,
67_67399_5136980,MODERN DANCE 2S,C908002-01,C908002,Arts,Art,5,25,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-01,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-02,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-03,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-04,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-05,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-06,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-07,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-08,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-09,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-11,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-12,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-13,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-14,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-15,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-16,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-17,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 1S,C910201-18,C910201,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-01,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-02,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-03,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-04,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-05,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-06,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-07,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-09,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-10,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-11,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-12,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-13,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-14,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-15,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-17,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-20,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 12 2S,C910202-21,C910202,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-01,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-02,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-03,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-04,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-05,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-06,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-07,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-08,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-09,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-10,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-11,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-12,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-13,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-14,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-15,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-16,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-17,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 1S,C910203-18,C910203,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-01,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-02,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-03,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-04,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-05,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-06,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-07,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-08,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-09,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-10,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-11,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-12,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-13,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-14,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-16,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-17,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-18,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-19,C910204,,English,5,34,
67_67399_5136980,EXPO RDG WRTG 11 2S,C910204-20,C910204,,English,5,34,
67_67399_5136980,LANG IN CONTENT 11 1S,C910400601,C9104006,,General,5,34,
67_67399_5136980,LANG IN CONTENT 11 1S,C910400605,C9104006,,General,5,34,
67_67399_5136980,LANG IN CONTENT 11 2S,C9104007-10,C9104007,,General,5,0,
67_67399_5136980,LANG IN CONTENT 11 2S,C9104007-11,C9104007,,General,5,0,
67_67399_5136980,LANG IN CONTENT 11 2S,C910400701,C9104007,,General,5,34,
67_67399_5136980,LANG IN CONTENT IB 1S,C9104008-02,C9104008,,General,5,20,
67_67399_5136980,LANG IN CONTENT IB 1S,C910400803,C9104008,,General,5,20,
67_67399_5136980,LANG IN CONTENT IB 1S,C910400850,C9104008,,General,5,20,
67_67399_5136980,LANG IN CONTENT IB 2S,C9104009-02,C9104009,,General,5,20,
67_67399_5136980,LANG IN CONTENT IB 2S,C9104009-5,C9104009,,General,5,20,
67_67399_5136980,LANG IN CONTENT IIB 1S,C9104010-01,C9104010,,General,5,0,
67_67399_5136980,LANG IN CONTENT IIIB 1S,C9104012-01,C9104012,,General,5,0,
67_67399_5136980,LANG IN CONTENT 9 2S,C910416-50,C910416,,General,5,34,
67_67399_5136980,LANG IN CONTENT 9 2S,C910416-57,C910416,,General,5,34,
67_67399_5136980,LANG IN CONTENT 10 2S,C910418-03,C910418,,General,5,34,
67_67399_5136980,LANG IN CONTENT 10 2S,C910418-04,C910418,,General,5,34,
67_67399_5136980,LANG IN CONTENT 10 2S,C910418-06,C910418,,General,5,0,
67_67399_5136980,LANG IN CONTENT 10 2S,C910418-08,C910418,,General,5,0,
67_67399_5136980,LANG IN CONTENT 10 2S,C910418-09,C910418,,General,5,0,
67_67399_5136980,LANG IN CONTENT 9 ESN S1,C910429-02,C910429,,General,5,20,
67_67399_5136980,LANG IN CONTENT 9 ESN S1,C910429-03,C910429,,General,5,20,
67_67399_5136980,LANG IN CONTENT 9 ESN S2,C910430-01,C910430,,General,5,20,
67_67399_5136980,LANG IN CONTENT 9 ESN S2,C910430-04,C910430,,General,5,20,
67_67399_5136980,ENGLISH 9 ESN S2,C910502-01,C910502,,English,5,0,
67_67399_5136980,ENGLISH 9 ESN S2,C910502-52,C910502,,English,5,1,
67_67399_5136980,ENGLISH 10 ESN S1,C910601-50,C910601,,English,5,20,
67_67399_5136980,ENGLISH 10 ESN S2,C910602-50,C910602,,English,5,20,
67_67399_5136980,ENGLISH 11 ESN S1,C910701-01,C910701,,English,5,20,
67_67399_5136980,ENGLISH 11 ESN S2,C910702-01,C910702,,English,5,20,
67_67399_5136980,ENGLISH 12 ESN S1,C910801-03,C910801,,English,5,20,
67_67399_5136980,ENGLISH 12 ESN S2,C910802-02,C910802,,English,5,20,
67_67399_5136980,ENGLISH 12 ESN S2,C910802-03,C910802,,English,5,20,
67_67399_5136980,SPANISH I ESN S1,C913001-50,C913001,,Foreign Language,5,20,
67_67399_5136980,SPANISH I ESN S2,C913002-01,C913002,,Foreign Language,5,0,
67_67399_5136980,SPANISH I ESN S2,C913002-50,C913002,,Foreign Language,5,20,
67_67399_5136980,SPANISH I ESN S2,C913002-52,C913002,,Foreign Language,5,1,
67_67399_5136980,LATIN AMERICAN LIT 1S,C913301-01,C913301,,Foreign Language,5,34,
67_67399_5136980,LATIN AMERICAN LIT 2S,C913302-02,C913302,,Foreign Language,5,34,
67_67399_5136980,WORLD HISTORY ESN S1,C917202-50,C917202,,Social Science,5,20,
67_67399_5136980,WORLD HISTORY ESN S2,C917203-50,C917203,,Social Science,5,20,
67_67399_5136980,US HISTORY ESN S1,C917303-01,C917302,,Social Science,5,20,
67_67399_5136980,US HISTORY ESN S2,C917303-02,C917303,,Social Science,5,20,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-05,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-06,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-07,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-08,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-09,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-10,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-11,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-12,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-13,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-14,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-16,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-17,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-18,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-19,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-20,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-21,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-24,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-25,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 1S,C917304-26,C917304,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-06,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-08,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-09,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-10,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-11,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-12,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-13,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-14,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-15,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-17,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-20,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-21,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-22,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-23,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-24,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-25,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-26,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-27,C917305,History,Social Science,5,34,
67_67399_5136980,US HIST & ETHNIC STD 2S,C917305-28,C917305,History,Social Science,5,34,
67_67399_5136980,AMERICAN GOVT ESN,C917401-03,C917401,,Social Science,5,20,
67_67399_5136980,ECONOMICS ESN,C917402-02,C917402,,Social Science,5,20,
67_67399_5136980,INTRO TO SOCIOLOGY,C920002-01,C920002,Electives,General,10,30,
67_67399_5136980,INTRO TO SOCIOLOGY,C920002-02,C920002,Electives,General,10,30,
67_67399_5136980,US HIST RECONST-PRES,C920003-01,C920003,Electives,General,10,30,
67_67399_5136980,US HIST RECONST-PRES,C920003-02,C920003,Electives,General,10,30,
67_67399_5136980,AMER GOV & POLITICS,C920004-01,C920004,Electives,General,10,30,
67_67399_5136980,AMER GOV & POLITICS,C920004-02,C920004,Electives,General,10,30,
67_67399_5136980,CULTURAL ANTHROPOLOGY,C920005-01,C920005,Electives,General,10,30,
67_67399_5136980,CULTURAL ANTHROPOLOGY,C920005-02,C920005,Electives,General,10,30,
67_67399_5136980,INDIG PEOPLE NORTH AMER,C920006-02,C920006,Electives,General,10,30,
67_67399_5136980,CAREER DEV WBL,C922003-01,C922003,,General,0,20,
67_67399_5136980,CAREER DEV WBL,C922003-02,C922003,,General,0,20,
67_67399_5136980,ADULT LIFE PLANNING,C922004-01,C922004,,General,0,20,
67_67399_5136980,ADULT LIFE PLANNING,C922004-02,C922004,,General,0,20,
67_67399_5136980,COMMUNITY ACCESS,C922005-01,C922005,,General,0,20,
67_67399_5136980,COMMUNITY ACCESS,C922005-02,C922005,,General,0,20,
67_67399_5136980,INDEP LIV & WELLNESS,C922006-01,C922006,,General,0,20,
67_67399_5136980,INDEP LIV & WELLNESS,C922006-02,C922006,,General,0,20,
67_67399_5136980,FUNCTIONAL ACADEMICS,C922007-01,C922007,,General,0,20,
67_67399_5136980,FUNCTIONAL ACADEMICS,C922007-02,C922007,,General,0,20,
67_67399_5136980,INTRO YEARBOOK & PUBL 1S,C922403-01,C922403,Arts,Art,5,25,
67_67399_5136980,INTRO YEARBOOK & PUBL 2S,C922403-02,C922404,Arts,Art,5,34,
67_67399_5136980,COLLEGE SUCCESS SKILLS,C922701-01,C922701,,General,10,30,
67_67399_5136980,INTRO TO PSYCHOLOGY,C922703-01,C922703,Electives,General,10,30,
67_67399_5136980,INTRO TO PSYCHOLOGY,C922703-02,C922703,Electives,General,10,30,
67_67399_5136980,INTRO CHICANO/A STUD,C922704-01,C922704,Electives,General,10,40,
67_67399_5136980,INTRO CHICANO/A STUD,C922704-02,C922704,Electives,General,10,30,
67_67399_5136980,RELIGIONS MODERN WORLD,C922705-02,C922705,Electives,General,10,30,
67_67399_5136980,INTRO TO PUBLIC SPEAKING,C922712-01,C922712,Electives,General,10,40,
67_67399_5136980,INTRO TO PUBLIC SPEAKING,C922712-02,C922712,Electives,General,10,30,
67_67399_5136980,INDPT LIVING SKILLS I S1,C923201-01,C923201,,General,5,20,
67_67399_5136980,INDPNT LIVING SKLS II S1,C923203-01,C923203,,General,5,20,
67_67399_5136980,INDPNT LIVING SKLS II S1,C923203-03,C923203,,General,5,20,
67_67399_5136980,INDPNT LIVING SKLS II S2,C923204-01,C923204,,General,5,20,
67_67399_5136980,ECONOMICS ESN,C923204-02,C917402,,Social Science,5,20,
67_67399_5136980,INDPNT LIVING SKLS II S2,C923204-03,C923204,,General,5,20,
67_67399_5136980,MATH I ESN S2,C924502-01,C924502,,Mathematics,5,0,
67_67399_5136980,MATH I ESN S2,C924502-53,C924502,,Mathematics,5,1,
67_67399_5136980,MATH FOR EVERYDAY LIFE S1,C924507-51,C924507,,Mathematics,5,20,
67_67399_5136980,MATH FOR EVERYDAY LIFE S2,C924507-52,C924508,,Mathematics,5,20,
67_67399_5136980,MATH FINANCE 1S,C925401-07,C925401,Mathematics,Mathematics,5,34,
67_67399_5136980,MATH FINANCE 1S,C925401-08,C925401,Mathematics,Mathematics,5,34,
67_67399_5136980,MATH FINANCE 1S,C925401-09,C925401,Mathematics,Mathematics,5,34,
67_67399_5136980,MATH FINANCE 2S,C925402-07,C925402,Mathematics,Mathematics,5,34,
67_67399_5136980,MATH FINANCE 2S,C925402-08,C925402,Mathematics,Mathematics,5,34,
67_67399_5136980,MATH FINANCE 2S,C925402-09,C925402,Mathematics,Mathematics,5,34,
67_67399_5136980,INTRO MUSIC LIT & LIST,C930301-01,C930301,Electives,Music,10,30,
67_67399_5136980,INTRO MUSIC LIT & LIST,C930301-02,C930301,Electives,Music,10,30,
67_67399_5136980,INTRO MUSIC FNDTN,C930302-02,C930302,Electives,General,10,30,
67_67399_5136980,UNIFIED PE II,C931602-01,C931602,,Physical Education,10,40,
67_67399_5136980,UNIFIED PE II,C931602-02,C931602,,Physical Education,10,40,
67_67399_5136980,UNIFIED PE II,C931602-03,C931602,,Physical Education,10,40,
67_67399_5136980,UNIFIED PE II,C931602-04,C931602,,Physical Education,10,40,
67_67399_5136980,LIFE SCIENCE ESN S2,C932202-01,C932202,,Life Science,5,0,
67_67399_5136980,LIFE SCIENCE ESN S2,C932202-52,C932202,,Life Science,5,1,
67_67399_5136980,PHYSICAL SCIENCE ESN S1,C932301-50,C932301,,Physical Science,5,20,
67_67399_5136980,PHYSICAL SCIENCE ESN S2,C932302-50,C932302,,Physical Education,5,20,
67_67399_5136980,ENVIRONMENTAL GEOLOGY 1S,C934001-01,C934001,Lab Science,Physical Science,5,32,
67_67399_5136980,ENVIRONMENTAL GEOLOGY 1S,C934001-02,C934001,Lab Science,Physical Science,5,32,
67_67399_5136980,ENVIRONMENTAL GEOLOGY 1S,C934001-09,C934001,Lab Science,Physical Science,5,32,
67_67399_5136981,AVID 11,0218-04,218,,General,10,34,
67_67399_5136981,ENGLISH 12 1S,1254-11,1254,English,English,5,25,
67_67399_5136981,ENGLISH 12 2S,1256-05,1256,English,English,5,34,
67_67399_5136981,ENGLISH 12 2S,1256-09,1256,English,English,5,34,
67_67399_5136981,ENGLISH 12 2S,1256-22,1256,English,English,5,25,
67_67399_5136981,AMERICAN GOVT,1710-11,1710,History,Social Science,5,25,
67_67399_5136981,ECONOMICS,1790-12,1790,History,Social Science,5,25,
67_67399_5136981,ECONOMICS,1790-15,1790,History,Social Science,5,34,
67_67399_5136981,ECONOMICS,1790-17,1790,History,Social Science,5,34,
67_67399_5136981,ECONOMICS,1790-21,1790,History,Social Science,5,25,
67_67399_5136981,CHEMISTRY 2S,3123-14,3123,Lab Science,Physical Science,5,32,
67_67399_5136981,WORLD HISTORY 1S,5991-31,5991,History,Social Science,5,25,
67_67399_5136981,ENGLISH 10 1S,6682-51,6682,English,English,5,25,
67_67399_5136981,GEOMETRY 1S,9814-21,9814,Mathematics,Mathematics,5,25,
67_67399_5136981,INTERMEDIATE EMERGENCY RESP,C8410003-51,C8421003,,Industrial Arts/Vocational Education,15,25,
67_67399_5136981,MATH FINANCE 2S,C925402-05,C925402,Mathematics,Mathematics,5,34,
67_67399_5136981,MATH FINANCE 2S,C925402-06,C925402,Mathematics,Mathematics,5,34,
67_67399_5136981,CHEMISTRY 2S,446752,3123,Lab Science,Physical Science,5,32,
67_67399_5136981,MEXICAN LITERATURE,657955,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136981,SPANISH III 2S,729635,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136981,BIOLOGY 2S,1290373,5432,Lab Science,Life Science,5,25,
67_67399_5136981,PASS PROG CYBER HS,1385672,5693,,Non Departmentalized,0,25,
67_67399_5136981,PASS PROG CYBER HS,1385702,5693,,Non Departmentalized,0,25,
67_67399_5136981,ACELLUS ACADEMY ONLINE,1422196,5793,,Non Departmentalized,0,25,
67_67399_5136981,ACELLUS ACADEMY ONLINE,1422226,5793,,Non Departmentalized,0,25,
67_67399_5136981,AVID SENIOR SEMINAR,1464928,5910,Electives,General,10,25,
67_67399_5136981,AVID SENIOR SEMINAR,1464958,5910,Electives,General,10,25,
67_67399_5136981,BIOLOGY 1S,1576327,6215,Lab Science,Life Science,5,25,
67_67399_5136981,ENGLISH 11 1S,1748722,6687,English,English,5,25,
67_67399_5136981,US HISTORY 2S,2151736,7791,History,Social Science,5,34,
67_67399_5136981,US HISTORY 2S,2151980,7791,History,Social Science,5,25,
67_67399_5136981,ENGLISH 11 2S,2482829,8697,English,English,5,34,
67_67399_5136981,US HISTORY 1S,2676073,9226,History,Social Science,5,25,
67_67399_5136981,GEOMETRY 2S,2891108,9815,Mathematics,Mathematics,5,34,
67_67399_5136981,ENGLISH 12 1S,0001254-21,1254,English,English,5,25,
67_67399_5136981,ENGLISH 12 1S,0001254-41,1254,English,English,5,25,
67_67399_5136981,ENGLISH 12 1S,0001254-51,1254,English,English,5,25,
67_67399_5136981,ENGLISH 12 2S,0001256-22,1256,English,English,5,25,
67_67399_5136981,ENGLISH 12 2S,0001256-42,1256,English,English,5,25,
67_67399_5136981,ENGLISH 12 2S,0001256-52,1256,English,English,5,25,
